Customer ID,Frequency,CancelCount,Monetary,Recency,UniqueProducts,AvgBasketSize,SeasonalConcentration,PurchaseSpread,BulkBuyer,PriceVariance,AvgDaysBetweenOrders,ReturnRate,AvgOrderValue,Customer_Type,Cluster,Cluster_Label,SilhouetteScore
12458,2,0,947.4,71,35,19.0,0.0,2,13.31578947368421,8.717355296019615,213.0,0.0,473.7,0,2,Mixed,0.096315226135252
12461,2,0,826.88,94,35,17.5,0.0,2,8.2,6.7180414562879385,60.0,0.0,413.44,0,2,Mixed,0.18568041852036943
12462,2,2,1189.59,19,51,31.0,0.5,2,8.64516129032258,5.580461061925798,285.0,0.5,594.795,1,0,Deal Seeker,0.10874371194817345
12463,4,3,1344.78,53,65,20.75,0.0,4,9.349397590361447,4.075669459818224,62.666666666666664,0.42857142857142855,336.195,0,2,Mixed,0.03224501471791118
12464,8,0,1212.05,10,6,3.625,0.25,5,3.8620689655172415,4.752729964791456,49.833333333333336,0.0,151.50625,0,0,Deal Seeker,0.14955747472927972
12465,2,1,742.1899999999999,17,46,23.5,0.5,2,10.191489361702128,3.1872340468759464,152.0,0.3333333333333333,371.09499999999997,1,0,Deal Seeker,0.2070094095556252
12468,2,1,729.5400000000001,188,36,19.0,0.0,2,9.631578947368421,4.263437738650742,129.0,0.3333333333333333,364.77000000000004,1,2,Mixed,0.24139032500287097
12471,30,19,19824.05,2,150,15.333333333333334,0.36666666666666664,12,17.85217391304348,16.111340127097144,19.05263157894737,0.3877551020408163,660.8016666666666,1,1,Loyal,0.24626605683830624
12472,7,6,6572.11,32,219,48.42857142857143,0.2857142857142857,7,12.23598820058997,3.1825685818372844,56.166666666666664,0.46153846153846156,938.8728571428571,0,1,Loyal,-0.0028848530587039256
12473,5,4,3938.5499999999997,29,140,33.6,0.4,4,14.517857142857142,53.35601507752384,54.0,0.4444444444444444,787.7099999999999,1,0,Deal Seeker,0.021454235656523324
12474,18,12,7375.79,17,253,23.555555555555557,0.1111111111111111,9,11.431603773584905,4.162226688318547,19.5,0.4,409.7661111111111,0,1,Loyal,0.21433016640525576
12476,11,9,6816.42,16,177,21.181818181818183,0.2727272727272727,9,10.334763948497853,4.675623945450055,38.44444444444444,0.45,619.6745454545454,0,1,Loyal,0.060561404061672056
12477,6,3,13219.74,23,191,50.0,0.16666666666666666,5,12.176666666666666,2.9816094776014976,55.8,0.3333333333333333,2203.29,0,1,Loyal,0.051559342746969966
12480,4,0,3281.63,28,129,38.5,0.25,4,11.084415584415584,3.4335463453839283,102.66666666666667,0.0,820.4075,0,0,Deal Seeker,0.14931766338322183
12481,10,1,5596.32,23,150,21.7,0.3,7,15.225806451612904,4.420921338994592,49.0,0.09090909090909091,559.632,0,1,Loyal,-0.1677292354160839
12483,8,5,2484.98,17,46,9.375,0.125,7,14.8,9.79697287684056,46.0,0.38461538461538464,310.6225,0,0,Deal Seeker,0.08265157794431942
12484,6,2,4541.72,33,256,57.666666666666664,0.3333333333333333,4,6.332369942196531,3.6330103430398695,60.8,0.25,756.9533333333334,1,1,Loyal,-0.145607356366855
12488,3,0,1298.66,10,46,18.333333333333332,0.3333333333333333,3,9.618181818181819,3.838459304414967,33.0,0.0,432.8866666666667,0,0,Deal Seeker,0.21100208549375124
12490,10,0,5417.93,5,131,24.5,0.4,8,12.506122448979593,3.507520608588369,36.0,0.0,541.793,0,1,Loyal,-0.1635375757137452
12492,2,0,263.21000000000004,63,19,10.0,0.0,2,9.6,5.168932369658677,42.0,0.0,131.60500000000002,0,2,Mixed,0.1345575384912671
12493,2,1,433.74,166,20,11.0,0.0,2,9.409090909090908,5.56070474215609,32.0,0.3333333333333333,216.87,1,2,Mixed,0.2320300314473449
12494,7,6,1246.1000000000001,16,63,11.0,0.42857142857142855,6,9.181818181818182,4.870591022003663,58.333333333333336,0.46153846153846156,178.01428571428573,1,0,Deal Seeker,0.18441020041584993
12498,3,0,403.70000000000005,21,21,7.666666666666667,0.6666666666666666,2,6.913043478260869,4.627646129043596,36.0,0.0,134.5666666666667,1,0,Deal Seeker,0.24405239694126524
12500,11,2,4257.82,23,34,5.545454545454546,0.09090909090909091,7,43.90163934426229,6.265637382044917,34.44444444444444,0.15384615384615385,387.07454545454544,0,0,Deal Seeker,0.06514458661558302
12502,5,0,3723.87,96,102,29.4,0.0,5,5.578231292517007,5.622699022021137,53.5,0.0,744.774,0,2,Mixed,0.06004423201757189
12504,2,2,482.04999999999995,18,6,4.5,1.0,1,10.0,5.259442566575959,12.0,0.5,241.02499999999998,1,0,Deal Seeker,0.17487779720108107
12507,3,1,1304.81,134,19,7.0,0.0,2,42.57142857142857,8.138683027896555,82.0,0.25,434.93666666666667,1,2,Mixed,0.21231624222627507
12508,2,0,398.27,26,57,34.5,1.0,1,3.9420289855072466,1.3087852863748133,3.0,0.0,199.135,1,0,Deal Seeker,0.25642743073837515
12510,2,0,982.5699999999999,143,29,16.5,0.0,2,10.696969696969697,6.404780278562776,183.0,0.0,491.28499999999997,0,2,Mixed,0.2053489098422331
12516,2,0,1312.06,78,20,13.0,0.0,2,33.65384615384615,4.539731422079436,103.0,0.0,656.03,0,2,Mixed,0.15194131153920426
12517,5,1,2502.84,28,232,56.8,0.4,4,4.827464788732394,2.3838643819081478,54.0,0.16666666666666666,500.56800000000004,0,0,Deal Seeker,0.2036024496057139
12518,5,0,2056.89,1,84,24.8,0.4,5,10.629032258064516,3.6379225646174267,27.5,0.0,411.378,0,0,Deal Seeker,0.2868613282082434
12520,5,1,2634.26,79,121,30.4,0.0,4,9.467105263157896,3.9783353877346994,48.5,0.16666666666666666,526.8520000000001,0,2,Mixed,0.044241679279137545
12522,2,0,192.72,39,11,6.0,0.0,1,16.166666666666668,6.2780779605535235,12.0,0.0,96.36,0,2,Mixed,0.08806098522064726
12523,11,2,1789.77,19,84,9.636363636363637,0.09090909090909091,9,8.160377358490566,4.883408866389771,31.2,0.15384615384615385,162.70636363636365,0,0,Deal Seeker,0.12214427695825873
12524,8,0,4485.72,9,113,18.0,0.125,7,25.6875,4.302263654455355,46.285714285714285,0.0,560.715,0,0,Deal Seeker,0.14545507510061875
12526,3,0,1316.66,1,64,23.666666666666668,0.3333333333333333,3,8.901408450704226,3.8720357754387633,47.0,0.0,438.8866666666667,0,0,Deal Seeker,0.24046312856373436
12527,3,0,348.71000000000004,82,18,6.0,0.0,3,13.0,4.260131829252985,122.0,0.0,116.23666666666668,0,2,Mixed,0.1623494742549327
12528,6,2,1933.48,9,50,15.333333333333334,0.16666666666666666,6,8.217391304347826,5.2255148624913055,60.6,0.25,322.24666666666667,0,0,Deal Seeker,0.1616986716203353
12530,4,1,1662.28,60,51,16.5,0.0,4,13.833333333333334,5.6957571744422,92.33333333333333,0.2,415.57,0,2,Mixed,0.08356295632937988
12535,2,0,716.35,92,28,17.0,0.0,2,6.4411764705882355,2.4032643612423965,95.0,0.0,358.175,0,2,Mixed,0.1957378222128844
12536,3,2,12601.830000000002,43,260,87.0,0.0,1,10.739463601532567,363.30914166368615,16.0,0.4,4200.610000000001,1,1,Loyal,0.018995581834478335
12539,4,1,5568.35,22,157,68.25,0.25,3,7.571428571428571,3.6893319946418766,103.66666666666667,0.2,1392.0875,0,0,Deal Seeker,0.08822612901981734
12540,17,2,13400.24,20,277,28.11764705882353,0.17647058823529413,11,13.985355648535565,5.791714341380178,21.375,0.10526315789473684,788.2494117647059,0,1,Loyal,0.28871181763637777
12541,3,0,981.18,30,46,17.333333333333332,0.3333333333333333,3,13.076923076923077,6.538233660300138,125.5,0.0,327.06,0,0,Deal Seeker,0.16197973018559694
12545,2,0,1000.39,75,42,25.0,0.0,2,10.46,5.751137914023836,184.0,0.0,500.195,0,2,Mixed,0.11220695192692012
12546,2,1,1161.5,47,59,34.5,0.0,2,9.173913043478262,4.678302016896282,31.0,0.3333333333333333,580.75,1,2,Mixed,0.036333887504944165
12547,2,0,207.79999999999998,198,7,4.0,0.0,2,16.75,12.38763784700584,83.0,0.0,103.89999999999999,0,2,Mixed,0.23124524273986932
12552,2,0,437.82,39,20,10.0,0.5,2,4.4,8.446038295836507,1.0,0.0,218.91,1,0,Deal Seeker,0.14859856783558528
12553,10,4,3692.28,8,95,19.1,0.2,9,10.287958115183246,3.8244177226877514,35.666666666666664,0.2857142857142857,369.228,0,1,Loyal,-0.14715365622295853
12556,2,0,603.71,50,100,60.5,0.0,2,2.958677685950413,2.4830518051820087,101.0,0.0,301.855,0,2,Mixed,-0.017399537757793553
12557,5,0,11990.960000000001,16,15,6.6,0.4,5,132.84848484848484,1.0628930645491421,88.75,0.0,2398.192,0,1,Loyal,-0.035243222275171925
12559,2,1,561.71,311,21,10.5,0.0,2,13.476190476190476,4.418774609280162,9.0,0.3333333333333333,280.855,1,2,Mixed,0.24517117714623268
12560,3,1,2134.01,5,91,35.0,0.3333333333333333,3,10.571428571428571,3.140611239240532,69.0,0.25,711.3366666666667,1,0,Deal Seeker,0.20452697525453475
12562,7,0,3781.7400000000002,8,99,24.0,0.2857142857142857,7,10.589285714285714,3.9515151829686577,31.666666666666668,0.0,540.2485714285715,0,0,Deal Seeker,0.2222271227323947
12567,10,1,9401.28,23,323,44.6,0.3,7,9.652466367713005,3.8793392125923494,43.375,0.09090909090909091,940.128,0,1,Loyal,0.12051216598773319
12569,32,3,4124.69,2,92,5.875,0.34375,9,9.579787234042554,6.062098993169032,10.0,0.08571428571428572,128.8965625,0,1,Loyal,0.10936006373332417
12571,2,0,519.61,40,31,17.0,0.0,2,15.382352941176471,1.011404487548456,82.0,0.0,259.805,0,2,Mixed,0.0855058568348505
12572,2,1,1020.42,9,53,30.0,0.5,2,7.533333333333333,4.266841046268808,43.0,0.3333333333333333,510.21,1,0,Deal Seeker,0.22321271445597876
12576,5,1,1315.83,36,72,17.6,0.2,5,10.988636363636363,3.7977848683089097,67.25,0.16666666666666666,263.166,0,0,Deal Seeker,0.15404055908655906
12577,3,1,657.8,35,137,49.0,1.0,2,3.2108843537414966,1.7794694353761433,324.0,0.25,219.26666666666665,1,0,Deal Seeker,0.17684558194380567
12578,2,2,2794.51,21,111,57.0,0.5,2,10.491228070175438,3.976452799537062,309.0,0.5,1397.255,1,0,Deal Seeker,0.07765251864394941
12582,2,0,511.36,239,21,11.0,0.0,2,13.636363636363637,11.30908848011555,50.0,0.0,255.68,0,2,Mixed,0.2549207643167523
12583,15,3,7281.38,3,115,16.466666666666665,0.26666666666666666,12,20.48582995951417,4.338457114530884,26.5,0.16666666666666666,485.42533333333336,0,1,Loyal,0.160170920796455
12584,9,9,2338.15,4,44,10.666666666666666,0.2222222222222222,8,4.333333333333333,4.625675441432709,34.625,0.5,259.7944444444445,0,0,Deal Seeker,0.12487287703052403
12585,2,2,2040.1,234,77,43.5,0.5,2,14.701149425287356,4.22596056407541,117.0,0.5,1020.05,1,2,Mixed,0.05236542716930276
12589,2,0,646.68,29,29,17.5,0.5,2,8.742857142857142,5.306382711319604,116.0,0.0,323.34,1,0,Deal Seeker,0.21998266018850507
12592,2,0,437.6,92,11,9.0,0.0,2,16.11111111111111,5.360738413676728,121.0,0.0,218.8,0,2,Mixed,0.19649678307701182
12593,3,0,418.09999999999997,109,14,7.0,0.0,2,9.80952380952381,3.552234373970705,55.0,0.0,139.36666666666665,0,2,Mixed,0.21818019516478165
12594,10,1,3338.2200000000003,38,50,11.8,0.1,9,15.059322033898304,4.476329139222664,35.625,0.09090909090909091,333.822,0,0,Deal Seeker,0.09622737582740798
12596,2,0,618.27,51,25,13.5,0.0,2,17.555555555555557,7.284226020515064,191.0,0.0,309.135,0,2,Mixed,0.09038769224781398
12597,4,1,3811.22,19,184,51.5,0.25,4,10.854368932038835,5.0314155513994585,83.0,0.2,952.805,0,0,Deal Seeker,0.1409738561644349
12598,8,1,3023.08,10,84,16.5,0.375,5,14.878787878787879,3.715419206457484,45.833333333333336,0.1111111111111111,377.885,0,0,Deal Seeker,0.28112916692849393
12599,7,0,1032.58,29,32,8.857142857142858,0.14285714285714285,6,15.419354838709678,5.43570685040238,45.833333333333336,0.0,147.51142857142855,0,0,Deal Seeker,0.09113383265348854
12600,10,1,2599.04,29,32,6.4,0.3,9,12.09375,5.785318720555741,38.111111111111114,0.09090909090909091,259.904,0,0,Deal Seeker,0.15932957989811342
12601,5,1,577.0600000000001,190,21,5.6,0.0,5,8.75,9.052918636912676,35.75,0.16666666666666666,115.412,0,2,Mixed,0.219268857766163
12604,2,0,254.18,79,15,8.0,0.0,2,12.5625,4.249428000723549,182.0,0.0,127.09,0,2,Mixed,0.14048875327358787
12609,3,0,1126.85,78,57,20.0,0.0,3,10.8,4.00536127643965,120.0,0.0,375.6166666666666,0,2,Mixed,0.14227021079974853
12610,5,2,2099.54,23,85,21.2,0.2,3,9.89622641509434,7.688431904961681,26.0,0.2857142857142857,419.908,0,0,Deal Seeker,0.11850203765917253
12613,5,1,3344.38,57,124,30.6,0.0,3,10.745098039215685,3.0198620505356817,102.5,0.16666666666666666,668.876,0,2,Mixed,0.01254784078295348
12615,4,0,2291.19,2,82,26.25,0.5,4,13.104761904761904,3.7786037113365047,55.333333333333336,0.0,572.7975,0,0,Deal Seeker,0.2963505788291748
12616,2,3,713.3,95,25,16.0,0.0,2,8.875,4.611029193333544,202.0,0.6,356.65,1,2,Mixed,0.09793834617880758
12619,9,4,3641.24,16,50,10.0,0.2222222222222222,6,37.53333333333333,41.079660025099756,29.625,0.3076923076923077,404.5822222222222,0,2,Mixed,-0.007002643931548344
12620,3,0,1339.41,15,89,30.666666666666668,0.3333333333333333,3,12.83695652173913,2.6354188632561804,95.0,0.0,446.47,0,0,Deal Seeker,0.23240962364059944
12621,20,3,13689.67,2,261,23.35,0.2,12,15.931477516059957,3.698455555283547,22.75,0.13043478260869565,684.4835,0,1,Loyal,0.31428794249049097
12624,2,0,641.13,106,36,19.0,0.0,2,9.342105263157896,4.438456730754774,71.0,0.0,320.565,0,2,Mixed,0.21892097800474578
12625,2,1,2683.82,212,73,43.0,0.0,2,18.74418604651163,3.2181507889910934,108.0,0.3333333333333333,1341.91,1,2,Mixed,0.12254288402753984
12626,9,4,6620.48,23,232,32.666666666666664,0.1111111111111111,6,11.744897959183673,3.5340960259418037,37.875,0.3076923076923077,735.6088888888888,0,1,Loyal,-0.0027017826704369904
12627,7,0,4478.53,11,162,32.857142857142854,0.14285714285714285,5,11.965217391304348,3.4431528142749084,21.666666666666668,0.0,639.79,0,0,Deal Seeker,0.15682280494571652
12628,3,1,786.46,4,34,13.666666666666666,0.6666666666666666,3,10.926829268292684,4.4789944156707495,30.0,0.25,262.15333333333336,1,0,Deal Seeker,0.28280792371993607
12630,2,0,1270.88,10,60,32.0,0.5,2,8.5625,7.17875157541669,34.0,0.0,635.44,1,0,Deal Seeker,0.22027912696043975
12633,4,1,2163.98,59,73,25.25,0.0,4,11.504950495049505,3.575557027849778,76.33333333333333,0.2,540.995,0,2,Mixed,0.049186037022750345
12635,2,0,1689.18,90,96,50.5,0.0,2,11.603960396039604,3.124225445396566,65.0,0.0,844.59,0,2,Mixed,0.05619203549683754
12637,8,2,6021.9,67,205,48.75,0.0,6,7.697435897435898,2.7796844169403996,42.666666666666664,0.2,752.7375,0,1,Loyal,-0.05475514433885657
12640,3,0,1174.58,24,47,17.666666666666668,0.6666666666666666,2,5.867924528301887,4.768993840385743,29.0,0.0,391.52666666666664,1,0,Deal Seeker,0.27133033891811625
12642,3,0,1013.26,25,39,15.666666666666666,0.3333333333333333,3,11.74468085106383,4.790081874699792,41.0,0.0,337.75333333333333,0,0,Deal Seeker,0.1826860506732821
12643,6,0,3344.64,128,11,4.0,0.0,4,75.33333333333333,6.7505117224172535,51.0,0.0,557.4399999999999,0,2,Mixed,0.14894618756720107
12645,4,1,1775.18,34,58,18.25,0.25,4,14.849315068493151,3.830184780008747,94.33333333333333,0.2,443.795,0,0,Deal Seeker,0.15405702638132449
12646,2,0,1346.97,5,43,22.5,0.5,2,19.933333333333334,2.3218797461443943,45.0,0.0,673.485,1,0,Deal Seeker,0.2274938242798121
12647,12,1,3722.82,22,78,10.083333333333334,0.4166666666666667,8,11.826446280991735,5.750230892477657,34.7,0.07692307692307693,310.235,0,0,Deal Seeker,0.2195123962895949
12649,3,1,623.51,107,28,10.333333333333334,0.0,2,18.903225806451612,4.235172718672669,105.0,0.25,207.83666666666667,1,2,Mixed,0.20491376250099266
12653,2,0,2209.85,149,37,21.5,0.0,2,21.372093023255815,2.6448870836942744,148.0,0.0,1104.925,0,2,Mixed,0.14712243665626157
12654,5,0,601.98,11,31,7.6,0.4,3,6.947368421052632,5.231431485853624,95.0,0.0,120.396,0,0,Deal Seeker,0.21407715255526424
12656,5,3,4051.17,17,89,25.2,0.2,5,13.674603174603174,4.455778505366811,54.0,0.375,810.234,0,0,Deal Seeker,0.1189053123381556
12657,4,1,1643.18,11,35,11.75,0.5,3,22.21276595744681,5.004464473082976,33.5,0.2,410.795,1,0,Deal Seeker,0.24781594946161511
12662,11,1,3849.78,1,129,20.90909090909091,0.36363636363636365,10,8.947826086956521,4.044666684812037,41.44444444444444,0.08333333333333333,349.98,0,1,Loyal,-0.09409291701776167
12664,9,1,4881.88,8,10,4.111111111111111,0.3333333333333333,7,32.513513513513516,14.580745603100766,39.25,0.1,542.4311111111111,0,0,Deal Seeker,0.10777405544728179
12668,4,2,3807.15,12,115,40.25,0.5,4,10.149068322981366,3.3302378314431467,114.66666666666667,0.3333333333333333,951.7875,1,0,Deal Seeker,0.19323176046580887
12669,3,1,2744.0299999999997,151,98,33.666666666666664,0.0,3,11.03960396039604,112.86141103166932,53.0,0.25,914.6766666666666,0,2,Mixed,0.044759156082041306
12670,5,1,2996.05,10,58,18.4,0.4,4,15.184782608695652,3.9277127958871474,55.5,0.16666666666666666,599.21,0,0,Deal Seeker,0.25126104402412625
12673,2,0,610.52,5,42,21.0,0.5,2,8.357142857142858,3.243330053725395,321.0,0.0,305.26,1,0,Deal Seeker,0.13726886150533835
12674,4,3,1970.6,39,52,20.75,0.25,4,13.650602409638553,4.390554259526669,56.333333333333336,0.42857142857142855,492.65,0,0,Deal Seeker,0.09749944178732387
12676,6,0,1331.39,25,33,7.5,0.16666666666666666,6,14.88888888888889,13.1380289944339,57.4,0.0,221.89833333333334,0,0,Deal Seeker,0.06662510023684816
12678,12,1,17628.46,42,105,13.75,0.16666666666666666,9,66.2,24.551530416093364,38.875,0.07692307692307693,1469.0383333333332,0,1,Loyal,0.10772050742949757
12679,4,5,1113.02,59,43,12.0,0.0,4,11.541666666666666,4.735966428743387,75.0,0.5555555555555556,278.255,0,2,Mixed,0.052344518158711606
